Twitter Handle & User Name,Tweet, external URL,Date of Tweet,Followers,Following,RT,FAV
"CBR , Comic Book Resources","b""Ghost Rider Just Partnered With One of Marvel's Most Powerful Gods https://t.co/rPYRwuXEhc #Avengers https://t.co/lJWn7uGCO4""",https://buff.ly/2BoMNdT,Wed Nov 21 18:02:04 +0000 2018,234940,832,11,22
"cmcdavid97 , Connor McDavid","b'This holiday season, give the gift of CHEL... Hey @onthebenchcrew , did I nail it? #EAathlete https://t.co/NVrtm5w3eA'",https://twitter.com/easportsnhl/status/1065288737083482113,Wed Nov 21 18:01:11 +0000 2018,337469,437,66,668
"SwiftOnSecurity , SwiftOnSecurity",b'RT @alykeves: Haven\\u2019t we all? https://t.co/nTcBtt66Ss',no external urls in this tweet,Wed Nov 21 18:00:39 +0000 2018,247692,8090,108,0
"doniveson , Don Iveson",b'RT @RideWithEla: THIS JUST IN \\U0001f389 ELA will be shuttling passengers at the @GreyCupFestival Nov 21-24 in Louise McKinney Park. This is your ch\\u2026',no external urls in this tweet,Wed Nov 21 18:00:06 +0000 2018,155786,2299,33,0
"globeandmail , The Globe and Mail",b'What you should be doing in reaction to every stock market downturn https://t.co/akPaqUhwsF @GlobeInvestor https://t.co/n4XC28hFpO',http://dlvr.it/QrnYgk,Wed Nov 21 17:57:06 +0000 2018,1732031,557,1,0
"EdmontonOilers , Edmonton Oilers",b'RT @SNstats: Most OT Points Since Start of 2016-17:\\n\\n#Oilers McDavid - 13\\n#Oilers Draisaitl - 12\\n#Pens Kessel - 11\\n#Pens Letang - 11\\n#Black\\u2026',no external urls in this tweet,Wed Nov 21 17:56:18 +0000 2018,799811,265,58,0
"UAlberta , University of Alberta","b'RT @yegventures: Congratulations to the #classof2018 at #ualberta. Law, Arts, Extension, Education, and Native Studies convocating this mor\\u2026'",no external urls in this tweet,Wed Nov 21 17:55:26 +0000 2018,79693,575,3,0
"UAlberta , University of Alberta",b'RT @UalbertaDoS: It\\u2019s #worldHelloDay2018 and we invite you to spread a message of goodwill to your neighbors on campus! Stop by Cameron Lib\\u2026',no external urls in this tweet,Wed Nov 21 17:55:14 +0000 2018,79693,575,4,0
"globeandmail , The Globe and Mail","b'Without funding for Law Help Centres, not all Ontarians will have access to justice https://t.co/mPWgI9bMV7\\u2026 https://t.co/yWeC2C0TXA'",http://dlvr.it/QrnYB7,Wed Nov 21 17:55:06 +0000 2018,1732031,557,6,4
"UAlberta , University of Alberta",b'RT @ualbertaSU: The Fall 2018 convocation continues today! Congratulations to all of our graduates this week. \\U0001f389\\U0001f38a\\U0001f386 #uasu #ualberta #yeg #con\\u2026',no external urls in this tweet,Wed Nov 21 17:55:05 +0000 2018,79693,575,1,0
"DepressedDarth , Darth Vader",b'First Episode IX Trailer Coming In April https://t.co/4lE6XZcVCN',https://goo.gl/tZguF9,Wed Nov 21 17:54:05 +0000 2018,817375,314,7,55
"JasonGregor , Jason Gregor",b'Hitchcock makes changes in his first game. What to expect moving forward... https://t.co/JP5arF9wit',https://oilersnation.com/2018/11/21/random-edmonton-oilers-thoughts-ken-hitchcock-makes-changes/?utm_source=dlvr.it&utm_medium=twitter,Wed Nov 21 17:53:54 +0000 2018,63943,607,0,29
"Lowetide , Lowetide",b'The article @seanshapiro and I discussed on the Lowdown https://t.co/LuOHT8XCWj terrific read.',https://theupsetsports.com/ken-hitchcock-uses-analytics-means-devin-shore/,Wed Nov 21 17:53:34 +0000 2018,24894,12861,1,12
"OilersNation , OilersNation.com",b'Fresh Oil: Random Thoughts: Hitchcock makes Changes https://t.co/6z0jh6paGL',https://oilersnation.com/2018/11/21/random-edmonton-oilers-thoughts-ken-hitchcock-makes-changes/?utm_source=dlvr.it&utm_medium=twitter,Wed Nov 21 17:53:04 +0000 2018,47378,1396,1,3
"UAlberta , University of Alberta",b'RT @ckuaradio: Ninety-one years really does sneak up on you! \\n\\nFrom our start from a wee little broadcasting booth at @UAlberta back in 192\\u2026',no external urls in this tweet,Wed Nov 21 17:52:02 +0000 2018,79693,575,7,0
"UAlberta , University of Alberta",b'Congratulations! https://t.co/R66PaxC5Kr',https://twitter.com/njeelani/status/1065295209783652353,Wed Nov 21 17:51:33 +0000 2018,79693,575,0,10
"BootsRiley , Boots Riley",b'RT @_KayyDubb: Sorry to Bother You is on Hulu',no external urls in this tweet,Wed Nov 21 17:50:55 +0000 2018,89884,19807,9,0
"BootsRiley , Boots Riley",b'RT @RealJonFavreau: IF YOU HAVE HULU GO WATCH SORRY TO BOTHER YOU RIGHT NOW',no external urls in this tweet,Wed Nov 21 17:50:31 +0000 2018,89884,19807,6,0
"BootsRiley , Boots Riley",b'RT @akgrl33: Sorry to Bother You is now on @hulu',no external urls in this tweet,Wed Nov 21 17:50:27 +0000 2018,89884,19807,5,0
"BootsRiley , Boots Riley","b'RT @Drunklia: ""Sorry to Bother You"" is on Hulu and if you don\'t go and watch it and fuck with the message we prob not real real friends'",no external urls in this tweet,Wed Nov 21 17:50:16 +0000 2018,89884,19807,7,0
"DukeOfBohemia , Foxylicious ॐ",b'RT @kaiteasley: me doing something illegal while driving: oops lol\\n\\nme watching someone else do something illegal while driving: who gave t\\u2026',no external urls in this tweet,Wed Nov 21 17:49:27 +0000 2018,348,866,30843,0
"DukeOfBohemia , Foxylicious ॐ",b'2+2 \\u2764 \\u2764 \\u2764',no external urls in this tweet,Wed Nov 21 17:48:25 +0000 2018,348,866,0,0
"BootsRiley , Boots Riley",b'RT @MKSongbird: Sorry to Bother You was just added to Hulu. WATCH THIS FUCKING MOVIE.',no external urls in this tweet,Wed Nov 21 17:47:45 +0000 2018,89884,19807,84,0
"BootsRiley , Boots Riley","b'RT @aemccarthy: WOT \\n\\nSorry To Bother You is on HULU???\\n\\n*morning plans, secured*'",no external urls in this tweet,Wed Nov 21 17:47:40 +0000 2018,89884,19807,6,0
"BootsRiley , Boots Riley",b'RT @iridescentliz: sorry to bother you is on hulu I WANNA SEE YALL JUMPIN!',no external urls in this tweet,Wed Nov 21 17:47:35 +0000 2018,89884,19807,4,0
"BootsRiley , Boots Riley",b'RT @inaribriana: Sorry to Bother you is on Hulu!!!!!',no external urls in this tweet,Wed Nov 21 17:46:30 +0000 2018,89884,19807,6,0
"BootsRiley , Boots Riley","b""RT @TheJonesy313: Sorry To Bother You is on Hulu this is not a drill if you haven't seen it yet go watch it now""",no external urls in this tweet,Wed Nov 21 17:46:10 +0000 2018,89884,19807,20,0
"BootsRiley , Boots Riley",b'RT @yeeyee187: \\U0001f6a8\\U0001f6a8\\U0001f6a8SORRY TO BOTHER YOU IS ON HULU GO WATCH IT RIGHT NOW \\U0001f6a8\\U0001f6a8\\U0001f6a8\\U0001f6a8\\U0001f6a8',no external urls in this tweet,Wed Nov 21 17:46:02 +0000 2018,89884,19807,11,0
"BootsRiley , Boots Riley",b'RT @BlandyIT: Sorry to Bother You is on Hulu. A fun time for the family tomorrow!',no external urls in this tweet,Wed Nov 21 17:45:56 +0000 2018,89884,19807,3,0
"BootsRiley , Boots Riley",b'RT @ClassicMayyne: EVERYONE GO WATCH SORRY TO BOTHER YOU ON HULU!!!!!',no external urls in this tweet,Wed Nov 21 17:45:34 +0000 2018,89884,19807,9,0
"DarrenDreger , Darren Dreger",b'Is there a warning label similar to cigarettes? https://t.co/6dMBgeqQCm',https://twitter.com/stuntmanstu/status/1065291155125035009,Wed Nov 21 17:45:31 +0000 2018,1070291,1029,16,137
"BootsRiley , Boots Riley","b'RT @WTFisCLB: ALERT: Sorry To Bother You is on Hulu, I suggest you all check it out. It\\u2019s my favorite movie of 2018!'",no external urls in this tweet,Wed Nov 21 17:45:26 +0000 2018,89884,19807,45,0
"BootsRiley , Boots Riley",b'RT @gucci_c0cci: watched \\u201cSorry to Bother You\\u201d last night and that shit was WILD',no external urls in this tweet,Wed Nov 21 17:45:19 +0000 2018,89884,19807,1,0
"BootsRiley , Boots Riley",b'RT @pallenova: omg SORRY TO BOTHER YOU now on Hulu!',no external urls in this tweet,Wed Nov 21 17:45:02 +0000 2018,89884,19807,2,0
"JasonGregor , Jason Gregor",b'Not taking Draisaitl off 1RW. Chiasson has eight goals in 15 games. No need to take him of 2RW. Hitchcock formed a\\u2026 https://t.co/tIwICSUvQI',https://twitter.com/i/web/status/1065299852110622720,Wed Nov 21 17:44:11 +0000 2018,63943,607,7,242
"BootsRiley , Boots Riley",b'RT @blackandbluej: Sorry To Bother You is on Hulu and everyone needs to go watch it now !!!',no external urls in this tweet,Wed Nov 21 17:43:44 +0000 2018,89884,19807,13,0
"BootsRiley , Boots Riley",b'RT @RudandCamera: SORRY TO BOTHER YOU IS ON HULU! THIS IS NOT A DRILL!',no external urls in this tweet,Wed Nov 21 17:43:40 +0000 2018,89884,19807,17,0
"BootsRiley , Boots Riley",b'RT @PRAY4DEME: sorry to bother you is on hulu omg yes',no external urls in this tweet,Wed Nov 21 17:43:36 +0000 2018,89884,19807,1,0
"BootsRiley , Boots Riley","b'RT @uhmmyeahh: HELLO. \\n\\nSORRY TO BOTHER YOU IS ON HULU AND YOU NEED TO WATCH IT AS SOON AS POSSIBLE. \\n\\nGO NOW, BYE!'",no external urls in this tweet,Wed Nov 21 17:43:32 +0000 2018,89884,19807,29,0
"screenrant , Screen Rant","b'Zack Snyder had a specific plan for Superman, the DCEU, and Justice League, but the success of The Avengers changed\\u2026 https://t.co/tBoepv6EPU'",https://twitter.com/i/web/status/1065299672175136769,Wed Nov 21 17:43:28 +0000 2018,115536,289,77,211
"BootsRiley , Boots Riley",b'RT @SublimelyBeauty: Sorry to bother you is on Hulu',no external urls in this tweet,Wed Nov 21 17:43:24 +0000 2018,89884,19807,2,0
"screenrant , Screen Rant","b""Wreck-It Ralph 2's got a cheeky Stan Lee cameo (sort of)\\nhttps://t.co/AeMwnu6Iph https://t.co/cdCwf9NKkh""",https://buff.ly/2DQzxkJ,Wed Nov 21 17:43:24 +0000 2018,115536,289,6,40
"BootsRiley , Boots Riley",b'RT @gotVARZ: Sorry to Bother You is exclusively on Hulu rn...\\n\\nI know what I\\u2019m going to to be thankful for tomorrow.',no external urls in this tweet,Wed Nov 21 17:43:08 +0000 2018,89884,19807,3,0
"BootsRiley , Boots Riley",b'RT @_CourtenayLovee: They put \\u201cSorry To Bother You\\u201d on Hulu. It\\u2019s lit \\U0001f62d',no external urls in this tweet,Wed Nov 21 17:43:04 +0000 2018,89884,19807,3,0
"BootsRiley , Boots Riley","b'RT @emilydgyves: going to study and write my final film paper on sorry to bother you... I\\u2019m so ready, I\\u2019ve been waiting for this since I sa\\u2026'",no external urls in this tweet,Wed Nov 21 17:42:40 +0000 2018,89884,19807,1,0
"BootsRiley , Boots Riley",b'RT @Igbtsmoak: OH OH OH SORRY TO BOTHER YOU IS ON HULU',no external urls in this tweet,Wed Nov 21 17:41:04 +0000 2018,89884,19807,27,0
"JasonGregor , Jason Gregor",b'RT @AndrewPeard: Abbreviated Western GMC Pregame Show on @TSN1260 starts following the @JasonGregor show.\\n\\n#OilKings 5-0-1-1 in their last\\u2026',no external urls in this tweet,Wed Nov 21 17:40:44 +0000 2018,63943,607,3,0
"BootsRiley , Boots Riley","b""RT @CaptainToney: PSA: Sorry To Bother you is on Hulu, and y'all should already be watching it instead of reading this tweet. https://t.co/\\u2026""",no external urls in this tweet,Wed Nov 21 17:40:40 +0000 2018,89884,19807,47,0
"BootsRiley , Boots Riley",b'RT @aye_Boogye: Go watch Sorry to Bother You',no external urls in this tweet,Wed Nov 21 17:39:36 +0000 2018,89884,19807,1,0
"BootsRiley , Boots Riley",b'RT @bvile: Sorry to Bother You is on Hulu!',no external urls in this tweet,Wed Nov 21 17:39:26 +0000 2018,89884,19807,4,0
"BootsRiley , Boots Riley",b'RT @jillwasnthere: Sorry to bother you is already on Hulu..I\\u2019m about to watch it for the first time',no external urls in this tweet,Wed Nov 21 17:39:19 +0000 2018,89884,19807,2,0
"BootsRiley , Boots Riley",b'RT @bennystarseed: IMPORTANT PUBLIC SERVICE ANNOUNCEMENT\\n\\nSorry To Bother You is on Hulu.\\n\\nSTREAM IT NOW\\n#SorryToBotherYou',no external urls in this tweet,Wed Nov 21 17:38:57 +0000 2018,89884,19807,48,0
"BootsRiley , Boots Riley",b'RT @thatssojanelle: SORRY TO BOTHER YOU IS ON HULU!! My prayers have been answered \\U0001f64c\\U0001f3fe thank u @BootsRiley',no external urls in this tweet,Wed Nov 21 17:38:42 +0000 2018,89884,19807,4,0
"BootsRiley , Boots Riley","b'RT @BedleyBen: Y\\u2019all, @BootsRiley\\u2019s Sorry To Bother You is on Hulu now and if you\\u2019re thinking about watching it (which you should) DO NOT r\\u2026'",no external urls in this tweet,Wed Nov 21 17:38:37 +0000 2018,89884,19807,11,0
"GoldenKnights , Vegas Golden Knights","b""Catch tonight's game on @ATTSportsNetRMW and on FOX Sports Radio 98.9/1340!!""",no external urls in this tweet,Wed Nov 21 17:38:15 +0000 2018,422000,639,10,111
"BootsRiley , Boots Riley",b'RT @sufferingflan: Sorry to Bother You is on Hulu !!',no external urls in this tweet,Wed Nov 21 17:38:04 +0000 2018,89884,19807,25,0
"BootsRiley , Boots Riley",b'RT @_kissmeimkenyan: Sorry to Bother You w @lakeithlakeith is on Hulu yallll. Watch this movieeee',no external urls in this tweet,Wed Nov 21 17:38:00 +0000 2018,89884,19807,4,0
"BestMovieLine , Best Movie Line",b'Friends https://t.co/Qzk5YQuzcK',no external urls in this tweet,Wed Nov 21 17:34:28 +0000 2018,493176,38,79,273
"Lowetide , Lowetide","b'RT @JonnyOddsShark: Looking forward to it guys. Talking odds for Oilers, Grey Cup, Thanksgiving games... https://t.co/BQjnlzg8AA'",https://twitter.com/tyleryaremchuk/status/1065284956950278144,Wed Nov 21 17:34:08 +0000 2018,24894,12861,2,0
"DepressedDarth , Darth Vader","b""Hey girl, if I were the force, I'd be with you""",no external urls in this tweet,Wed Nov 21 17:34:03 +0000 2018,817375,314,100,288
"EdmontonOilers , Edmonton Oilers","b'RT @EdmontonJack: The immediate Hitch effect?   Prior to last night, San Jose had averaged more than 36 shots/game, 2nd in NHL. In 61 minut\\u2026'",no external urls in this tweet,Wed Nov 21 17:31:49 +0000 2018,799811,265,32,0
"EdmontonOilers , Edmonton Oilers",b'2nd &amp; 8th in @NHL scoring \\U0001f440 #LetsGoOilers https://t.co/F7P3kGpksf',no external urls in this tweet,Wed Nov 21 17:31:29 +0000 2018,799811,265,32,281
"CBR , Comic Book Resources",b'Sarah Silverman and John C. Reilly Break (Down) the Internet\\nhttps://t.co/bZConl46DX https://t.co/FPGQ2pbWI7',https://buff.ly/2TryEE1,Wed Nov 21 17:31:04 +0000 2018,234940,832,6,11
"BootsRiley , Boots Riley","b""RT @wshed: Please don't sneak into our cinemas ;) Come see Sorry To Bother You on the big screen with a big crowd as the director intended!\\u2026""",no external urls in this tweet,Wed Nov 21 17:29:03 +0000 2018,89884,19807,1,0
"BootsRiley , Boots Riley",b'We already did!\\nFor the soundtrack of Sorry To Bother You.\\n\\nThe Coup featuring Janelle Monae-\\nWhatthegirlmuthafucki\\u2026 https://t.co/UzKCnpsmHl',https://twitter.com/i/web/status/1065295882222886912,Wed Nov 21 17:28:25 +0000 2018,89884,19807,5,52
"globeandmail , The Globe and Mail",b'Fourth-gen Belzberg kin leads digital lunch money firm to success\\n https://t.co/svrZFxx3Vk @SeanSilcoff\\u2026 https://t.co/ItZ97tbiHG',https://tgam.ca/2PK18KL,Wed Nov 21 17:25:39 +0000 2018,1732031,557,0,0
"globeandmail , The Globe and Mail",b'Nova Scotia march puts spotlight on death of Indigenous woman with infant twins https://t.co/BKzsdhN4py https://t.co/gLDmFIXpF6',http://dlvr.it/QrnRHl,Wed Nov 21 17:25:07 +0000 2018,1732031,557,2,4
"globeandmail , The Globe and Mail","b'Statistics Canada blames guns, gangs as homicide rate hits 10-year high https://t.co/kU1nR6CIzF https://t.co/Qb8BmulR7H'",http://dlvr.it/QrnRCV,Wed Nov 21 17:25:06 +0000 2018,1732031,557,2,5
"kumailn , Kumail Nanjiani",b'Silicon Valley continues to be thoughtless about issues of ethics &amp; morality. So many tech companies hold that tech\\u2026 https://t.co/hTtYg18ETP',https://twitter.com/i/web/status/1065294708514054144,Wed Nov 21 17:23:45 +0000 2018,2852493,2881,739,6330
"EdmontonOilers , Edmonton Oilers","b""RT @OilersNow: Today's show w/ @Bob_Stauffer \\n\\n12:35 @hnicsimmer \\n1:05 Clips, calls and texts\\n1:35 @Condors head coach Jay Woodcroft\\n\\nhttps\\u2026""",no external urls in this tweet,Wed Nov 21 17:22:53 +0000 2018,799811,265,1,0
"BootsRiley , Boots Riley","b'RT @SpotlessMindSIU: Also for anyone with a Hulu subscription: Sorry to Bother You by @BootsRiley is now streaming. It is a unique, wild ri\\u2026'",no external urls in this tweet,Wed Nov 21 17:20:49 +0000 2018,89884,19807,175,0
"BootsRiley , Boots Riley",b'RT @MarkRonson: Great to be in a room full of such talent. I guess I\\u2019ll be cooking for all these dudes tomorrow @Diane_Warren @thedavidcros\\u2026',no external urls in this tweet,Wed Nov 21 17:20:33 +0000 2018,89884,19807,24,0
"screenrant , Screen Rant",b'Kristen Bell returns to a classic #VeronicaMars set in this video from the revival season https://t.co/Um0pTnOk4M https://t.co/uP79KpTUFo',https://buff.ly/2Tvi9GR,Wed Nov 21 17:19:43 +0000 2018,115536,289,5,18
"CBR , Comic Book Resources",b'Bumblebee to Screen Two Weeks Early At Select Theaters\\nhttps://t.co/LT1FfmRjPk https://t.co/kBPBYv7ha4',https://buff.ly/2AcRO7T,Wed Nov 21 17:16:11 +0000 2018,234940,832,9,20
"globeandmail , The Globe and Mail",b'Federal government gives formal notice for legislation to end Canada Post strike https://t.co/7JlyWxVfZy\\u2026 https://t.co/1kvDCdmjF3',http://dlvr.it/QrnPBr,Wed Nov 21 17:16:10 +0000 2018,1732031,557,6,20
"globeandmail , The Globe and Mail",b'Ontario Transportation Minister pledges expansion into suburbs as part of Toronto subway takeover\\u2026 https://t.co/J4SVkIBUpZ',https://twitter.com/i/web/status/1065292789343121408,Wed Nov 21 17:16:07 +0000 2018,1732031,557,2,4
"JSBMjeanshorts , Jeanshorts",b'Showed up to work to find a new friend waiting for me! #DeskTiger https://t.co/AokzsPZqUq',no external urls in this tweet,Wed Nov 21 17:14:52 +0000 2018,5437,97,0,0
"DukeOfBohemia , Foxylicious ॐ","b""Awesome, we rock and we toss em, flossin' \\u2764 \\u2764 \\u2764""",no external urls in this tweet,Wed Nov 21 17:13:20 +0000 2018,348,866,0,0
"globeandmail , The Globe and Mail","b'With Sea Prayer, Khaled Hosseini illustrates the human anguish of a refugee crisis https://t.co/xbwVHdtCzU\\u2026 https://t.co/bDT7ZzUDkp'",http://dlvr.it/QrnLsh,Wed Nov 21 17:06:07 +0000 2018,1732031,557,2,3
"DepressedDarth , Darth Vader",b'\\u26aa\\ufe0f Single \\n\\u26aa\\ufe0f Taken \\n\\U0001f518 Waiting for the first Episode IX trailer',no external urls in this tweet,Wed Nov 21 17:05:34 +0000 2018,817375,314,87,205
"EdmontonOilers , Edmonton Oilers",b'Take it from @cmcdavid97 &amp; @onthebenchcrew &amp; give the gift of CHEL this holiday season! You can even play as The Gr\\u2026 https://t.co/h6DLvaPneq',https://twitter.com/i/web/status/1065290027117113344,Wed Nov 21 17:05:09 +0000 2018,799811,265,8,104
"BestMovieLine , Best Movie Line",b'It\\u2019s Always Sunny in Philadelphia https://t.co/ZGFxTcIzlb',no external urls in this tweet,Wed Nov 21 17:04:38 +0000 2018,493176,38,33,113
"screenrant , Screen Rant",b'How Many New Iron Man Suits Will We See In Avengers 4? https://t.co/RY6d7F2e6V',http://youtu.be/F-oeJQhXmUM?a,Wed Nov 21 17:03:51 +0000 2018,115536,289,3,11
"YoGoerz , Keegan Goerz is",b'AAPL lost all of its 2018 gains yesterday \\U0001f62d https://t.co/iEeuKNXuYk',no external urls in this tweet,Wed Nov 21 17:03:24 +0000 2018,593,401,0,0
"iamdevloper , I Am Devloper","b'Get your office Secret Santa sorted, or just spread the good word to NEVER DEPLOY ON FRIDAYS.\\u2026 https://t.co/JREmWpSx1x'",https://twitter.com/i/web/status/1065289240957857792,Wed Nov 21 17:02:01 +0000 2018,329343,0,64,245
"CBR , Comic Book Resources","b""Disney Doesn't Even NEED to Market Avengers 4 https://t.co/CeVdJJ2wmq #AvengersInfinityWar #Avengers4\\u2026 https://t.co/23o4cVdo5X""",https://buff.ly/2AcVvKq,Wed Nov 21 17:02:01 +0000 2018,234940,832,46,118
"globeandmail , The Globe and Mail","b'Perfect for a chilly fall day, these scones were inspired by the south of France https://t.co/2gYjYjy5Tt https://t.co/mg7hfUVEYT'",http://dlvr.it/QrnKVZ,Wed Nov 21 17:01:13 +0000 2018,1732031,557,4,15
"The_Gateway , The Gateway","b'Opinion: ""While [administration] clearly haven\\u2019t ignored these complaints, the few responses they have made have be\\u2026 https://t.co/2j5eJyyPhA'",https://twitter.com/i/web/status/1065288928184475648,Wed Nov 21 17:00:47 +0000 2018,5968,608,0,1
"oldboothonline , old booth","b'aight self employment is great. I can stay up super late working on music, roll out of bed at 7 and just get right\\u2026 https://t.co/KkolANj0eG'",https://twitter.com/i/web/status/1065288782516088832,Wed Nov 21 17:00:12 +0000 2018,309,405,0,1
"GoldenKnights , Vegas Golden Knights","b""let's talk hockey before we talk turkey https://t.co/O822ruwwvX""",no external urls in this tweet,Wed Nov 21 17:00:01 +0000 2018,422000,639,33,371
"screenrant , Screen Rant",b'Pikachu becomes Deadpool in new #DetectivePikachu fan art https://t.co/MyHJ7BNjCZ https://t.co/GoYc8X6cTp',https://buff.ly/2PGiKaB,Wed Nov 21 16:56:44 +0000 2018,115536,289,5,21
"JonathanWillis , Jonathan Willis","b""(an hour later in MT - I'll be talking McLellan/Hitchcock) https://t.co/DS51Y7la08""",https://twitter.com/Sportsnet650/status/1065284956564406272,Wed Nov 21 16:55:09 +0000 2018,20558,1855,0,0
"screenrant , Screen Rant",b'#GreenBookMovie Review: Driving Dr. Shirley - https://t.co/Et94yxjc8b https://t.co/P68KQgDCOG',https://buff.ly/2TxoBNO,Wed Nov 21 16:51:16 +0000 2018,115536,289,0,8
"BestMovieLine , Best Movie Line",b'Girl gets brutal job rejection https://t.co/e81hFxddhk',http://twentytwowords.com/this-teen-basically-got-the-most-brutal-job-rejection-ever/3/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 16:46:19 +0000 2018,493176,38,0,0
"Lowetide , Lowetide",b'RT @tyleryaremchuk: Today on The Lowdown w/ @Lowetide on @TSN1260 \\n\\n10:20 - @BruceMcCurdy #Oilers \\n10:40 - @seanshapiro\\n11:00 - @JonnyOddsS\\u2026',no external urls in this tweet,Wed Nov 21 16:45:25 +0000 2018,24894,12861,3,0
"CBR , Comic Book Resources",b'Spider-Man: Into the Spider-Verse Snags China Release\\nhttps://t.co/Ld19ahzi4L https://t.co/B30wxoboc9',https://buff.ly/2TA4YEu,Wed Nov 21 16:45:03 +0000 2018,234940,832,4,35
"screenrant , Screen Rant","b""Will Wreck-It Ralph 3 come to pass? #RalphBreaksTheInternet's directors seem pretty doubtful, at the moment.\\n\\n\\U0001f449\\u2026 https://t.co/MM86ssypru""",https://twitter.com/i/web/status/1065284082467258369,Wed Nov 21 16:41:31 +0000 2018,115536,289,4,13
"lighthouse_labs , Lighthouse Labs",b'We\\u2019re going to #CryptoCamp and you should come too! A day of learning and fun on Nov 29 at @Deloitte HQ. Early bird\\u2026 https://t.co/uoJgMSo976',https://twitter.com/i/web/status/1065283723162238978,Wed Nov 21 16:40:06 +0000 2018,7615,901,3,3
"globeandmail , The Globe and Mail",b'Regulator rules Taylor Energy can be forced to drill to end 14-year-old Gulf leak https://t.co/IT6kwvfVtR\\u2026 https://t.co/e9M6YQaNzC',http://dlvr.it/QrnDj5,Wed Nov 21 16:37:08 +0000 2018,1732031,557,0,3
"globeandmail , The Globe and Mail",b'Shaming bad drivers in the service of safer streets https://t.co/8LZx2T5IL8 @GlobeToronto https://t.co/QNeXaWG6uB',http://dlvr.it/QrnDbP,Wed Nov 21 16:37:06 +0000 2018,1732031,557,3,8
"Archaeologuy , Matt Henderson",b'The stone head and my unending positivity are the only constants for this account https://t.co/cUpBvisevz',https://twitter.com/gingerscubes/status/1065280622258733057,Wed Nov 21 16:35:55 +0000 2018,7384,227,0,22
"BestMovieLine , Best Movie Line",b'12 Sex Scenes with Stars Who Hated Each Other in Real Life https://t.co/8SveUem6XS',https://decider.com/2018/10/05/12-on-screen-couples-that-secretly-hated-each-other/slide-6/?utm_source=dom&utm_medium=domsc&utm_campaign=DM367,Wed Nov 21 16:35:38 +0000 2018,493176,38,2,4
"Isuckatpicking , VisuallyBetter",b'So close to 10k followers. Thanks to the around 700 new followers since the start of the season. Didn\\u2019t think I\\u2019d g\\u2026 https://t.co/cMBCYFEqdZ',https://twitter.com/i/web/status/1065281313236635648,Wed Nov 21 16:30:31 +0000 2018,10067,863,17,198
"JonathanWillis , Jonathan Willis",b'I always enjoy researching this piece. \\nThe 20-game mark is an ideal time for reflection because you have enough ro\\u2026 https://t.co/HJt9qUPcM9',https://twitter.com/i/web/status/1065280769172459520,Wed Nov 21 16:28:21 +0000 2018,20558,1855,0,0
"BootsRiley , Boots Riley","b""RT @ssnnnee: Hello world! Did you know that @BootsRiley 's film Sorry To Bother You is on @hulu ?!?!?! If  you have not seen it you need to\\u2026""",no external urls in this tweet,Wed Nov 21 16:27:48 +0000 2018,89884,19807,47,0
"Woodguy55 , Woodguy","b'RT @DNBsports: ""He\'s got some things he\'s gotta clean up in his game while he\'s here. He\'s earnest about doing so. But offensively he certa\\u2026'",no external urls in this tweet,Wed Nov 21 16:26:05 +0000 2018,7076,1587,4,0
"Woodguy55 , Woodguy","b'RT @DNBsports: Woodcroft on Puljujarvi: ""I think Jesse\'s been offensively competitive since the first minute he\'s been with us. He is skati\\u2026'",no external urls in this tweet,Wed Nov 21 16:26:02 +0000 2018,7076,1587,4,0
"BestMovieLine , Best Movie Line",b'20 Guys Who Are Forever Stuck in the Friend Zone https://t.co/NFqpQMp20B',http://twentytwowords.com/20-photos-that-prove-the-friend-zone-is-a-real-and-heartbreaking-place/5/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 16:25:13 +0000 2018,493176,38,2,3
"SundayChants , Sunday League Footy","b""RT @Football__Tweet: The transfer targets that could change Man Utd's fortunes. \\U0001f534 https://t.co/mRzMNrWGqQ""",http://bit.ly/2BoXJIC,Wed Nov 21 16:24:57 +0000 2018,154662,23845,18,0
"DepressedDarth , Darth Vader",b'The force is not strong with this one https://t.co/VNawWWEqgv',http://twentytwowords.com/these-liars-totally-got-called-out-on-social-media/2/?utm_source=deck&utm_medium=cpc&utm_term=influencer&utm_campaign=DM367,Wed Nov 21 16:22:48 +0000 2018,817375,314,0,2
"Archaeologuy , Matt Henderson",b'Natural Stat Trick still works and it\\u2019s the only one left that I frequent all the time',no external urls in this tweet,Wed Nov 21 16:21:53 +0000 2018,7384,227,0,3
"CBR , Comic Book Resources",b'Ralph Breaks the Internet Set to Rule Thanksgiving Weekend\\nhttps://t.co/6CyoOxHVFu https://t.co/hj4idsVgg2',https://buff.ly/2BohwI5,Wed Nov 21 16:21:09 +0000 2018,234940,832,6,25
"PreyanshuKumar , Preyanshu Kumar",b'RT @cooom: UNDEFEATED IN THE HITCHCOCK ERA \\n\\nPRAISE OUR THICCC NEW DADDY',no external urls in this tweet,Wed Nov 21 16:19:32 +0000 2018,206,191,28,0
"PreyanshuKumar , Preyanshu Kumar","b'RT @NHL: Gritty move, @GrittyNHL. https://t.co/A3BkOTwl7A'",https://atnhl.com/2OTtaOL,Wed Nov 21 16:18:53 +0000 2018,206,191,733,0
